Sub-network,Date,MACS,SST-2 Acc
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",12:11.7,3030550144,0.891055046
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 8, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048]}",12:13.5,3961882240,0.901376147
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 10, 8, 6, 6, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",12:15.1,3613755008,0.895642202
"{'num_layers': [7], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 8, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024, 2048]}",12:16.5,2774500992,0.884174312
"{'num_layers': [6], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 8, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",12:17.7,2556200576,0.873853211
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 10, 8, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",12:19.4,4473587328,0.904816514
"{'num_layers': [9], 'num_attention_heads': [6, 10, 10, 12, 8, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 1024, 1024]}",12:21.3,5459248768,0.917431193
"{'num_layers': [11], 'num_attention_heads': [6, 10, 10, 12, 8, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 2048, 3072, 2048, 1024, 2048, 1024, 2048, 1024]}",12:23.7,7305135744,0.922018349
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 12, 6, 6, 8, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 1024, 2048]}",12:25.5,4930766464,0.915137615
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 8, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 1024, 2048]}",12:27.2,4364535424,0.90940367
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 10, 8, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",12:29.0,3869607552,0.89793578
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 12, 8, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 1024, 1024]}",12:30.9,5203396224,0.917431193
"{'num_layers': [8], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 8, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",12:32.4,3340928640,0.895642202
"{'num_layers': [9], 'num_attention_heads': [6, 10, 10, 12, 6, 10, 12, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",12:34.2,4800743040,0.916284404
"{'num_layers': [7], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 8, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024, 2048]}",12:35.5,2610923136,0.878440367
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 12, 6, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 1024, 1024]}",12:37.4,5350196864,0.912844037
"{'num_layers': [11], 'num_attention_heads': [6, 10, 10, 12, 6, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 1024]}",12:39.8,7049283200,0.923165138
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 10, 8, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 1024, 2048]}",12:41.7,4674913920,0.90940367
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 8, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 2048]}",12:43.5,5039818368,0.911697248
"{'num_layers': [6], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 8, 6, 6, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",12:44.7,2354873984,0.869266055
"{'num_layers': [9], 'num_attention_heads': [6, 10, 6, 6, 6, 10, 8, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 1024, 2048]}",12:46.5,4620387968,0.903669725
"{'num_layers': [11], 'num_attention_heads': [6, 10, 10, 12, 8, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 1024]}",12:48.8,7103809152,0.925458716
"{'num_layers': [9], 'num_attention_heads': [6, 10, 10, 12, 8, 10, 12, 6, 8, 10, 12, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 1024]}",12:50.8,6063228544,0.923165138
"{'num_layers': [9], 'num_attention_heads': [6, 10, 6, 12, 8, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 1024, 2048]}",12:52.7,5148870272,0.918577982
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048]}",12:53.8,2245822080,0.871559633
"{'num_layers': [9], 'num_attention_heads': [6, 10, 10, 12, 6, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 1024]}",12:55.9,5807376000,0.915137615
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 8, 6, 6, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",13:10.5,3504703104,0.896788991
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048]}",13:12.0,3433203328,0.895642202
"{'num_layers': [9], 'num_attention_heads': [6, 10, 10, 12, 8, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 1024, 1024]}",13:14.0,5861901952,0.917431193
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 8, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048]}",13:15.2,2300348032,0.876146789
"{'num_layers': [6], 'num_attention_heads': [6, 10, 8, 6, 6, 10, 8, 6, 6, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]}",13:16.6,2463925888,0.869266055
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 12, 8, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [2048, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 1024, 1024]}",13:21.5,5606049408,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 10, 10, 12, 6, 10, 12, 6, 8, 10, 6, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 1024, 1024]}",13:23.5,6008702592,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 10, 8, 6, 8, 8, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 1024, 1024, 1024]}",13:25.2,4272260736,0.90940367
"{'num_layers': [7], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024, 2048]}",13:26.6,2665449088,0.878440367
"{'num_layers': [7], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 8, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",13:27.9,2719975040,0.878440367
"{'num_layers': [8], 'num_attention_heads': [6, 10, 8, 6, 6, 10, 8, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",13:29.5,3248653952,0.893348624
"{'num_layers': [9], 'num_attention_heads': [6, 10, 6, 6, 6, 6, 8, 6, 8, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048]}",13:31.1,3706029696,0.895642202
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048]}",13:32.3,2447148672,0.876146789
"{'num_layers': [11], 'num_attention_heads': [6, 10, 8, 10, 8, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 2048, 3072, 2048, 1024, 2048, 1024, 2048, 2048]}",14:08.0,7087031936,0.92087156
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 8, 6, 10, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024]}",14:09.2,2191296128,0.864678899
"{'num_layers': [8], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024]}",14:10.6,2921498240,0.891055046
"{'num_layers': [7], 'num_attention_heads': [6, 6, 8, 8, 6, 6, 8, 6, 6, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024]}",14:12.0,2921301632,0.880733945
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 8, 6, 12, 6, 12, 12, 8, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 2048, 3072, 2048, 1024, 2048, 1024, 2048, 2048]}",14:14.0,6155503232,0.923165138
"{'num_layers': [11], 'num_attention_heads': [6, 10, 8, 10, 8, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [2048, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",14:16.3,6483052160,0.922018349
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 8, 6, 12, 6, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 1024, 2048, 1024]}",14:18.1,4272260736,0.908256881
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 8, 6, 12, 6, 12, 6, 8, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 1024]}",14:20.0,5954176640,0.922018349
"{'num_layers': [9], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024]}",14:21.7,3542451840,0.893348624
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 2048, 1024]}",14:23.4,4179986048,0.912844037
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024]}",14:24.9,3395651200,0.89793578
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 8, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [3072, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",14:26.8,5350196864,0.923165138
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 8, 6, 12, 6, 12, 6, 8, 6], 'intermediate_size': [3072, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 1024]}",14:28.6,5039818368,0.917431193
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 8, 6, 12, 6, 12, 6, 8, 6], 'intermediate_size': [2048, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 1024]}",14:30.5,5752850048,0.916284404
"{'num_layers': [7], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 6, 6, 10, 12, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024]}",14:31.8,2556397184,0.880733945
"{'num_layers': [7], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024]}",14:33.0,2665449088,0.878440367
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024]}",14:34.3,2447148672,0.876146789
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024]}",14:35.4,2245822080,0.871559633
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 8, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [2048, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",14:37.4,5148870272,0.919724771
"{'num_layers': [6], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 12, 6, 12, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048, 2048, 2048, 1024]}",14:38.7,2556200576,0.873853211
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 8, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024]}",14:40.3,3869607552,0.900229358
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024]}",14:42.0,3596977792,0.902522936
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 8, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 1024]}",14:43.7,4473587328,0.910550459
"{'num_layers': [7], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 8, 6, 6, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024]}",14:45.0,2812249728,0.877293578
"{'num_layers': [8], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024]}",14:46.5,3122824832,0.891055046
"{'num_layers': [11], 'num_attention_heads': [6, 10, 8, 10, 8, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 1024]}",14:48.8,6885705344,0.918577982
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024]}",14:50.2,3030550144,0.891055046
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024]}",14:51.7,3231876736,0.894495413
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 6, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",14:53.5,4893017728,0.916284404
"{'num_layers': [7], 'num_attention_heads': [6, 6, 8, 8, 6, 6, 8, 6, 6, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024]}",14:55.0,2719975040,0.877293578
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 10, 6, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024, 2048, 2048]}",14:56.2,2354873984,0.871559633
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 8, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [2048, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",14:58.1,5551523456,0.917431193
"{'num_layers': [11], 'num_attention_heads': [6, 10, 8, 10, 6, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",15:00.4,6629852800,0.92087156
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 6, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",15:02.3,5295670912,0.918577982
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 3072, 1024, 1024, 1024, 1024, 2048, 1024]}",15:03.9,3798304384,0.892201835
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 12, 6, 12, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048, 2048, 2048, 1024]}",15:05.4,3340928640,0.895642202
"{'num_layers': [8], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 8, 6, 10, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024]}",15:06.9,3177350784,0.895642202
"{'num_layers': [11], 'num_attention_heads': [6, 10, 8, 10, 8, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",15:09.1,6684378752,0.922018349
"{'num_layers': [8], 'num_attention_heads': [6, 10, 6, 6, 6, 6, 8, 6, 12, 6, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 1024, 2048, 1024]}",15:10.8,3689055872,0.900229358
"{'num_layers': [11], 'num_attention_heads': [6, 10, 8, 10, 6, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 1024, 2048, 1024]}",15:13.1,6831179392,0.917431193
"{'num_layers': [8], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 8, 6, 10, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 1024]}",15:14.5,2976024192,0.892201835
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 12, 6, 12, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024]}",15:16.3,3978659456,0.903669725
"{'num_layers': [7], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 6, 12, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024]}",15:17.8,2866775680,0.878440367
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",15:19.6,4364535424,0.911697248
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 8, 6, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 3072, 1024, 1024, 1024, 1024, 2048, 1024]}",15:21.3,4125460096,0.899082569
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 2048, 1024, 1024, 1024, 2048, 1024]}",15:22.5,2392622720,0.869266055
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 8, 6, 8, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 2048]}",15:24.2,4419061376,0.908256881
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 6, 6, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",15:26.2,4783965824,0.908256881
"{'num_layers': [9], 'num_attention_heads': [6, 10, 8, 10, 6, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 1024, 2048, 1024]}",15:28.0,4691691136,0.915137615
"{'num_layers': [8], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 12, 6, 12, 6, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 1024, 1024, 1024, 1024, 2048, 1024]}",15:29.5,3743581824,0.903669725
"{'num_layers': [6], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 6, 6, 6, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024, 1024]}",16:15.4,2191296128,0.864678899
"{'num_layers': [11], 'num_attention_heads': [6, 12, 12, 12, 8, 10, 12, 6, 12, 10, 8, 10], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 3072, 2048, 1024]}",16:17.8,7779092096,0.917431193
"{'num_layers': [10], 'num_attention_heads': [6, 12, 12, 12, 8, 10, 12, 6, 12, 10, 8, 10], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 3072, 2048, 1024]}",16:20.1,7158138496,0.919724771
"{'num_layers': [11], 'num_attention_heads': [6, 12, 6, 12, 8, 10, 12, 6, 12, 10, 8, 10], 'intermediate_size': [3072, 3072, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 3072, 2048, 1024]}",16:22.5,7615514240,0.922018349
"{'num_layers': [9], 'num_attention_heads': [6, 12, 8, 12, 8, 10, 12, 6, 12, 10, 8, 6], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 2048, 3072, 2048, 1024]}",16:24.4,5366974080,0.915137615
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 6, 6, 12, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 2048, 2048, 1024]}",16:25.5,2245822080,0.871559633
"{'num_layers': [9], 'num_attention_heads': [6, 12, 8, 12, 8, 10, 12, 6, 12, 10, 6, 10], 'intermediate_size': [3072, 1024, 2048, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 2048, 1024]}",16:27.5,5568300672,0.917431193
"{'num_layers': [8], 'num_attention_heads': [6, 6, 6, 6, 6, 6, 6, 6, 6, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024, 1024]}",16:28.9,2921498240,0.891055046
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 8, 10, 8, 8], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 1024]}",16:30.5,3651503744,0.900229358
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 6, 8, 10, 6, 10, 10, 10, 8], 'intermediate_size': [1024, 1024, 2048, 2048, 1024, 1024, 2048, 1024, 2048, 3072, 1024, 2048]}",16:31.9,2921105024,0.881880734
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 12, 6, 6, 12, 6, 12, 10, 6, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 3072, 2048, 1024]}",16:33.8,4637165184,0.919724771
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 6, 6, 6, 6, 8, 10, 8, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 2048, 1024, 2048, 2048, 1024, 1024]}",16:35.0,2463925888,0.880733945
"{'num_layers': [9], 'num_attention_heads': [6, 6, 10, 6, 6, 6, 6, 6, 6, 10, 6, 8], 'intermediate_size': [1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 2048, 2048, 1024, 1024]}",16:36.6,3596977792,0.895642202
"{'num_layers': [9], 'num_attention_heads': [6, 6, 8, 6, 6, 6, 8, 6, 12, 10, 8, 6], 'intermediate_size': [1024, 1024, 1024, 2048, 1024, 3072, 2048, 1024, 1024, 2048, 2048, 1024]}",16:38.3,4364535424,0.911697248
"{'num_layers': [6], 'num_attention_heads': [6, 6, 8, 12, 6, 6, 6, 6, 6, 10, 8, 8], 'intermediate_size': [1024, 1024, 2048, 1024, 1024, 1024, 2048, 1024, 1024, 2048, 3072, 1024]}",16:39.5,2610726528,0.878440367
"{'num_layers': [6], 'num_attention_heads': [6, 6, 10, 12, 6, 6, 6, 6, 6, 10, 8, 8], 'intermediate_size': [1024, 1024, 2048, 1024, 1024, 1024, 2048, 1024, 2048, 3072, 3072, 2048]}",16:40.7,2665252480,0.881880734
